Customer Name,Region,Product Category,Sales
Peter Hedrick,South,Furniture,693.46
Peter Maynard,East,Office Supplies,47.96
Peter McConnell,South,Furniture,1312.98
Peter McConnell,South,Office Supplies,5481.37
Philip Coates,East,Office Supplies,273.04
Philip Hawkins,Central,Furniture,477.93
Philip Hawkins,Central,Office Supplies,793.02
Philip Hawkins,Central,Technology,334.44
Philip Olsen,East,Furniture,7499.07
Phillip Blum,West,Furniture,6882.22
Phillip Blum,West,Office Supplies,5.84
Phillip Blum,West,Technology,1610.65
Phillip Chappell,West,Furniture,296.97
Phillip Chappell,West,Office Supplies,3.51
Phillip Clapp,East,Technology,462.34
Phillip Cochran Ashley,South,Technology,7.11
Phillip Holmes,East,Technology,250.5
Phillip Pollard,East,Office Supplies,63.66
Phillip Wilkerson,Central,Office Supplies,65.26
Phillip Wilkerson,Central,Technology,151.95
Phillip Wright,Central,Office Supplies,111.93
Phyllis Adcock,Central,Furniture,3643.19
Phyllis Cohen,East,Office Supplies,302.39
Phyllis Hull,East,Office Supplies,55.43
Phyllis Jacobson,Central,Furniture,6804.42
Phyllis Jacobson,Central,Office Supplies,78.01
Phyllis Little,South,Office Supplies,362.96
Phyllis Little,South,Technology,112.45
Phyllis Vincent,East,Office Supplies,191.85
Priscilla Allen,Central,Furniture,8333.47
Priscilla Allen,Central,Office Supplies,207.33
Priscilla Allen,Central,Technology,578.88
Priscilla Allred,East,Furniture,1725.03
Priscilla Allred,East,Office Supplies,573.17
Priscilla Brandon,East,Furniture,4721.81
Priscilla Brandon,East,Technology,82.8
Priscilla Bullock,East,Office Supplies,108.46
Priscilla Frank,East,Office Supplies,25.37
Priscilla Kane,Central,Furniture,2302.73
Priscilla Kane,Central,Office Supplies,18312.22
Priscilla Kane,Central,Technology,40995.65
Priscilla Owen,Central,Technology,745.91
Rachel Bates,East,Office Supplies,194.08
Rachel Bates,East,Technology,821.17
Rachel Casey,South,Office Supplies,82.99
Rachel Casey,South,Technology,511.66
Ralph Fowler,South,Furniture,5083.71
Ralph Fowler,South,Office Supplies,81.25
Ralph Fowler,South,Technology,9517.03
Ralph Harding,South,Office Supplies,5567.03
Ralph Woods Scott,Central,Office Supplies,3552.57
Ralph Woods Scott,Central,Technology,707.62
Randall Boykin,East,Office Supplies,1030.51
Randall Bridges,East,Office Supplies,4813.78
Randall Bynum,West,Furniture,2265.48
Randall Bynum,West,Office Supplies,348.7
Randall Montgomery,East,Office Supplies,7991.28
Randall Montgomery,East,Technology,2253.72
Randall Schneider,South,Office Supplies,203.01
Randall Schneider,South,Technology,695.07
Randy Collier,East,Technology,395.83
Randy Jiang,East,Furniture,2653.02
Randy Lucas,West,Office Supplies,19.22
Randy Lucas,West,Technology,147.93
Ray Cook,South,Furniture,290.9
Ray Cook,South,Office Supplies,211.44
Ray Grady,Central,Furniture,44.75
Ray Grady,Central,Office Supplies,637.24
Ray Grady,Central,Technology,4260.22
Ray Horne,East,Office Supplies,86.3
Ray Morgan,West,Office Supplies,346.79
Ray Oakley,Central,Furniture,4705.11
Ray Oakley,Central,Office Supplies,2071.83
Ray Oakley,Central,Technology,1881.43
Ray Silverman,South,Furniture,4922.58
Ray Silverman,South,Office Supplies,199.19
Ray Silverman,South,Technology,126.48
Raymond Clark,Central,Technology,2344.37
Raymond Hampton,West,Office Supplies,15.04
Raymond Hernandez,East,Furniture,4278.19
Raymond Hernandez,East,Office Supplies,417.31
Rebecca Abrams,Central,Furniture,2422.39
Rebecca Abrams,Central,Office Supplies,1976.67
Rebecca Abrams,Central,Technology,1002.3
Rebecca Frazier Foley,Central,Furniture,287.92
Rebecca Frazier Foley,Central,Office Supplies,2915.43
Rebecca Lindsey,Central,Furniture,603.12
Rebecca Lindsey,Central,Office Supplies,277.65
Rebecca Morrow,East,Office Supplies,3640.52
Rebecca Rhodes,East,Furniture,775.67
Rebecca Rhodes,East,Office Supplies,1249.47
Rebecca Rhodes,East,Technology,357.92
Regina Hewitt,West,Furniture,897.87
Regina Hewitt,West,Office Supplies,2310.91
Regina Kelley,East,Office Supplies,264.34
Regina Langley,South,Furniture,356.71
Regina Langley,South,Office Supplies,1116.66
Regina Langley,South,Technology,293.94
Regina Phillips,Central,Office Supplies,243.98
Regina Phillips,Central,Technology,4772.09
Renee Alston,East,Office Supplies,193.26
Renee Alston,East,Technology,279.83
Renee Conrad,South,Technology,1369.95
Renee Ellington,South,Office Supplies,258.08
Renee Ellington,South,Technology,3118.15
Renee Huang,South,Office Supplies,266.81
Renee Huang,South,Technology,3676.83
Renee Jernigan,South,Office Supplies,42.44
Renee McDowell,Central,Furniture,691.16
Renee McDowell,Central,Office Supplies,577.27
Renee McKenzie,East,Furniture,1194.06
Renee McKenzie,East,Office Supplies,533.32
Renee McKenzie,East,Technology,758.97
Renee McKinney,East,Technology,259.55
Rhonda Bryant,South,Furniture,1023.65
Rhonda Bryant,South,Office Supplies,4314.53
Rhonda Cummings,East,Office Supplies,1066.68
Rhonda Ivey,East,Furniture,453.62
Rhonda Ivey,East,Office Supplies,190.51
Rhonda Lutz,East,Technology,357.86
Rhonda Schroeder,Central,Office Supplies,37.89
Rhonda Stein,South,Furniture,629.04
Rhonda Stein,South,Office Supplies,918.49
Rhonda Stein,South,Technology,916.82
Rhonda Tuttle,South,Office Supplies,74.1
Rhonda Tuttle,South,Technology,11737.77
Rhonda Wong,East,Technology,92.26
Richard Keller,East,Furniture,850.16
Richard McClure,West,Furniture,13384.1
Richard McClure,West,Office Supplies,546.86
Richard McClure,West,Technology,2424.47
Richard Tan,West,Furniture,2934.16
Richard Tan,West,Office Supplies,199.02
Richard Tan,West,Technology,876.88
Rick Bland,East,Office Supplies,109.84
Rick Ellis,South,Office Supplies,1744.83
Rick Ellis,South,Technology,522.46
Rick Foster Hawkins,West,Furniture,6177.48
Rick Foster Hawkins,West,Office Supplies,972.6
Rick Foster Hawkins,West,Technology,12074.23
Rick Houston,West,Furniture,426.93
Rick Houston,West,Office Supplies,249.78
Rick Houston,West,Technology,401.51
Ricky Allred,South,Furniture,463.18
Ricky Allred,South,Office Supplies,536.64
Ricky Allred,South,Technology,1338.07
Ricky C Sumner,Central,Office Supplies,104.17
Ricky C Sumner,Central,Technology,2019.81
Ricky Dougherty,Central,Furniture,3896.27
Ricky Dougherty,Central,Office Supplies,309.33
Ricky Dougherty,Central,Technology,2975.83
Ricky Garner,South,Office Supplies,1134.3
Ricky Garner,South,Technology,1335.42
Ricky Hansen,East,Office Supplies,5.58
Ricky Hensley,West,Furniture,640.97
Ricky Hensley,West,Office Supplies,182.68
Ricky Hess,East,Office Supplies,62.72
Ricky Johnston,West,Office Supplies,679.37
Ricky Kaufman,West,Office Supplies,965.91
Ricky Klein,East,Furniture,11.81
Ricky Sanders,Central,Furniture,710.41
Ricky Sanders,Central,Office Supplies,392.28
Ricky Sanders,Central,Technology,417.91
Ricky W Clements,South,Furniture,29.08
Ricky W Clements,South,Office Supplies,302.09
Ricky W Clements,South,Technology,2569.57
Ricky Whitley,West,Office Supplies,65.29
Ricky Y Newman,South,Office Supplies,3202.86
Ricky Y Newman,South,Technology,3900.69
Rita Barton,East,Technology,127.22
Rita Coates Doyle,East,Office Supplies,51.3
Rita Kahn Ward,East,Technology,9.6
Rita Spivey,East,Office Supplies,114.81
Rita Vaughn,South,Office Supplies,536.74
Rita Vaughn,South,Technology,1371.78
Rita Wagner,West,Furniture,854.97
Rita Wagner,West,Office Supplies,166.29
Robert Brantley,Central,Office Supplies,145.42
Robert Brantley,Central,Technology,1887.1
Robert Cowan,West,Furniture,4290.63
Robert Cowan,West,Office Supplies,2034.24
Robert Cowan,West,Technology,70.06
Robert Li,South,Office Supplies,218.3
Robert Rollins,South,Furniture,6226.83
Robert Rollins,South,Office Supplies,156.41
Robert Rollins,South,Technology,818.49
Robert Sloan,West,Office Supplies,457.75
Robert Sloan,West,Technology,317.71
Robert Willis,South,Office Supplies,967.62
Robert Willis,South,Technology,68.44
Roberta Daniel,West,Furniture,4158.73
Roberta Daniel,West,Office Supplies,81.44
Roberta Meyer,East,Office Supplies,220.16
Roberta Mitchell,Central,Furniture,56.68
Roberta Mitchell,Central,Office Supplies,289.05
Roberta Mitchell,Central,Technology,4648.35
Roberta Mullins Peters,East,Office Supplies,51.82
Roberta Vincent Haas,Central,Furniture,125
Robin Beatty,East,Office Supplies,847.77
Robin Bradford,East,Furniture,6428.07
Robin Bradford,East,Office Supplies,534.53
Robin High,Central,Furniture,818.81
Robin High,Central,Office Supplies,113.84
Robin High,Central,Technology,2059.22
Robin Kramer Vaughn,West,Furniture,1974.55
Robin Kramer Vaughn,West,Office Supplies,213.2
Robin Mathews,East,Office Supplies,9.67
Robin Tyler,South,Furniture,1191.74
Robin Tyler,South,Office Supplies,13.95
Robin Tyler,South,Technology,3752.81
Robyn Buchanan,East,Furniture,2482.85
Robyn Buchanan,East,Office Supplies,1190.21
Robyn Buchanan,East,Technology,255.42
Robyn Connor,East,Office Supplies,1499.09
Robyn Connor,East,Technology,424
Robyn Crawford,South,Furniture,626.95
Robyn Crawford,South,Office Supplies,1483.97
Robyn Crawford,South,Technology,280.71
Robyn Garner,West,Office Supplies,163.43
Robyn Goodwin,Central,Office Supplies,21.56
Robyn Goodwin,Central,Technology,41.91
Robyn Hayes,South,Office Supplies,207.22
Robyn Lyon,East,Furniture,3313.26
Robyn Lyon,East,Office Supplies,371.99
Robyn Lyon,East,Technology,1540.15
Robyn Stanley,East,Technology,142.52
Robyn White,West,Furniture,1505.99
Robyn White,West,Office Supplies,543.05
Robyn White,West,Technology,1734.55
Robyn Zhou,West,Furniture,1020.08
Robyn Zhou,West,Office Supplies,240.41
Robyn Zhou,West,Technology,178.84
Rodney Christian Callahan,West,Furniture,1922.81
Rodney Christian Callahan,West,Office Supplies,481.22
Rodney Christian Callahan,West,Technology,189.42
Rodney Field,Central,Furniture,1199.76
Rodney Field,Central,Office Supplies,3327.33
Rodney Horn Kirby,East,Furniture,262.89
Rodney Horn Kirby,East,Office Supplies,118.08
Rodney Horn Kirby,East,Technology,3152.45
Rodney Kearney,South,Furniture,1444.29
Rodney Kearney,South,Office Supplies,850.01
Rodney Kearney,South,Technology,393.98
Rodney Proctor,South,Office Supplies,943.69
Rodney Proctor,South,Technology,655.36
Rodney Reed,East,Office Supplies,135.69
Roger Barnett Goodman,East,Office Supplies,220.37
Roger Blalock Cassidy,East,Office Supplies,61.52
Roger Hopkins,South,Office Supplies,1786.79
Roger Hopkins,South,Technology,2020.47
Roger Howell,West,Technology,779.47
Roger Liu,East,Furniture,12732
Roger Liu,East,Office Supplies,220.66
Roger Meyer,Central,Furniture,818.01
Roger Meyer,Central,Office Supplies,263.51
Roger Meyer,Central,Technology,1493.51
Roger Schwartz,Central,Furniture,2698.54
Roger Schwartz,Central,Office Supplies,52.45
Roger Schwartz,Central,Technology,224.97
Ron Bullock,Central,Furniture,352.37
Ron Bullock,Central,Technology,637.26
Ron Dillon,West,Furniture,145.57
Ron Dillon,West,Office Supplies,1526.68
Ron Newton,West,Office Supplies,156.11
Ron Patrick,East,Office Supplies,31.74
Ron Singh,Central,Office Supplies,130.17
Ron Singh,Central,Technology,221.24
Ronald Goldman Francis,East,Furniture,3277.49
Ronald O'Neill,Central,Furniture,92.58
Ronald O'Neill,Central,Office Supplies,81.01
Ronald Park,Central,Office Supplies,224.17
Ronald Perry,East,Furniture,1540.18
Ronald Perry,East,Office Supplies,31.19
Ronald Perry,East,Technology,1280.35
Ronnie Creech,East,Office Supplies,25.7
Ronnie D Moon,East,Technology,137
Ronnie Dodson,West,Furniture,13255.99
Ronnie Dodson,West,Office Supplies,728
Ronnie Dodson,West,Technology,6284.55
Ronnie Mathews,West,Furniture,1496.96
Ronnie Mathews,West,Office Supplies,175.47
Ronnie Mathews,West,Technology,8346.1
Ronnie McNamara,West,Office Supplies,229.44
Ronnie Nolan,East,Office Supplies,14.53
Ronnie Pace,East,Office Supplies,77.85
Ronnie Proctor,West,Furniture,6362.85
Ronnie Proctor,West,Office Supplies,113.25
Ronnie Shaffer,Central,Furniture,1029.34
Ronnie Shaffer,Central,Office Supplies,59.24
Ronnie Shaffer,Central,Technology,290.96
Rose Abrams,East,Office Supplies,1772.96
Rose Holloway,East,Technology,189.82
Rose Lassiter,Central,Furniture,750.94
Rose Lassiter,Central,Office Supplies,508.77
Rose McCarthy,Central,Furniture,3086.9
Rose McCarthy,Central,Office Supplies,20.51
Rose McCarthy,Central,Technology,141.26
Rose Reed,East,Technology,266.66
Rose Schultz,East,Office Supplies,93.41
Rose Starr,East,Technology,406.12
Rosemary Branch,South,Furniture,366.44
Rosemary Branch,South,Office Supplies,10.45
Rosemary Branch,South,Technology,99.6
Rosemary English,East,Office Supplies,18.49
Rosemary Foster,East,Office Supplies,547.08
Rosemary Giles Case,East,Furniture,532.6
Rosemary Howell,West,Office Supplies,265.2
Rosemary O'Brien,East,Furniture,30937.79
Rosemary O'Brien,East,Office Supplies,2278.02
Rosemary O'Brien,East,Technology,53324.94
Rosemary Stark,South,Furniture,92.99
Rosemary Stark,South,Technology,284.39
Ross Beard,East,Technology,48.05
Ross Frederick,Central,Office Supplies,815.14
Ross Frederick,Central,Technology,1300.81
Ross Kent,West,Furniture,4229.32
Ross Kent,West,Office Supplies,643.78
Ross Kent,West,Technology,30.19
Ross McGee Stern,Central,Office Supplies,351.03
Ross O'Donnell,West,Furniture,29.03
Ross O'Donnell,West,Office Supplies,958.4
Ross Simpson,South,Furniture,5704.74
Ross Simpson,South,Office Supplies,975.61
Ross Simpson,South,Technology,2780.09
Ross Wang Bates,Central,Office Supplies,519.09
Ross Wang Bates,Central,Technology,941.17
Roy Briggs,Central,Furniture,192.69
Roy Hardison,East,Office Supplies,145.12
Roy Love,East,Furniture,2912.16
Roy Love,East,Office Supplies,694.63
Roy Love,East,Technology,1406.34
Roy Rouse,West,Office Supplies,640.11
Roy Rouse,West,Technology,1503.05
Roy Wade,East,Furniture,1553.72
Roy Wade,East,Office Supplies,40.96
Roy Wade,East,Technology,492.85
Ruby Booth,South,Office Supplies,12.86
Ruby Bowling,West,Office Supplies,343.57
Ruby Gibbons,Central,Office Supplies,3577.56
Ruby Goodwin,East,Furniture,222.62
Ruby Goodwin,East,Technology,812.79
Ruby Hawkins,West,Technology,415.21
Ruby Horowitz,Central,Furniture,876.04
Ruby Horowitz,Central,Office Supplies,2728.81
Ruby Horowitz,Central,Technology,73.19
Ruby Raynor,East,Technology,629.81
Ruby Tan,Central,Furniture,170.3
Ruby Tan,Central,Office Supplies,47.3
Ruby Tate,South,Furniture,929.41
Ruby Tate,South,Office Supplies,88.61
Ruby Tate,South,Technology,100.1
Russell Chan,Central,Furniture,1537.46
Russell Chan,Central,Office Supplies,2971.56
Russell Chen,East,Office Supplies,165.34
Russell Hsu O'Neill,South,Technology,6506.17
Russell Nichols,East,Office Supplies,67.22
Russell W Melton,South,Furniture,126.84
Russell W Melton,South,Office Supplies,139.42
Russell W Melton,South,Technology,676.95
Ruth Dudley,East,Office Supplies,430.73
Ruth Lamm,Central,Furniture,3694.7
Ruth Lamm,Central,Office Supplies,84.37
Ruth Lamm,Central,Technology,9924.28
Ruth McConnell Young,Central,Furniture,32510.21
Ruth McConnell Young,Central,Office Supplies,2059.98
Ruth McConnell Young,Central,Technology,20687.7
Ruth Stout,West,Furniture,3076.1
Ruth Stout,West,Office Supplies,379.81
Ruth Stout,West,Technology,11055.12
Ryan Chu,East,Technology,4760.67
Ryan Foster,West,Furniture,14.75
Ryan Foster,West,Office Supplies,185.92
Ryan Foster,West,Technology,1685.41
Ryan Herman,Central,Furniture,136.25
Ryan Herman,Central,Office Supplies,178.78
Ryan Mann,East,Office Supplies,31.36
Ryan Rosen,Central,Furniture,3456.14
Ryan Rosen,Central,Office Supplies,1254.09
Ryan Taylor,Central,Office Supplies,192.64
Ryan Taylor,Central,Technology,184.13
Sally Dunn,South,Furniture,612.92
Sally House,Central,Technology,1356.94
Sally Liu,Central,Office Supplies,90.23
Sally Liu,Central,Technology,5359.17
Sally Padgett,South,Office Supplies,107.35
Sally Steele,East,Office Supplies,83.68
Sam Carlson,West,Furniture,3394.05
Sam Carlson,West,Office Supplies,829.18
Sam Graham Christian,East,Office Supplies,66.39
Sam Maynard,South,Office Supplies,76.7
Sam Maynard,South,Technology,372.02
Sam Oh,East,Technology,266.39
Sam Raynor,East,Furniture,1607.81
Sam Rouse,South,Office Supplies,169.23
Sam Rouse,South,Technology,919.35
Sam Woodward,Central,Furniture,776.17
Sam Woodward,Central,Technology,1032.36
Samantha Allen,Central,Office Supplies,221.34
Samantha Allen,Central,Technology,245.38
Samantha Hall,Central,Furniture,112.28
Samantha Hall,Central,Office Supplies,457.24
Samantha Hall,Central,Technology,480.12
Samantha Koch,West,Furniture,2112.7
Samantha Koch,West,Office Supplies,656.33
Samantha Koch,West,Technology,2084.61
Samantha Weaver,Central,Furniture,493.14
Samantha Weaver,Central,Office Supplies,3339.48
Samuel Dougherty,East,Technology,706.22
Samuel Moss,East,Office Supplies,10.22
Samuel Newman,South,Furniture,243.37
Samuel Newman,South,Office Supplies,1125.75
Samuel Newman,South,Technology,439.17
Samuel Simmons,West,Office Supplies,1318.22
Samuel Smith Ryan,East,Office Supplies,4.69
Sandra Atkins,East,Office Supplies,198.06
Sandra Berry,South,Furniture,277.84
Sandra Berry,South,Office Supplies,153.29
Sandra Berry,South,Technology,306.86
Sandra Faulkner,South,Office Supplies,1309.36
Sandra Howe,West,Furniture,794
Sandra Howe,West,Office Supplies,242.34
Sandra Howe,West,Technology,1800.33
Sandra Moran,Central,Furniture,4615.69
Sandra Moran,Central,Office Supplies,220.68
Sandra Moran,Central,Technology,1320.34
Sandra O'Neill Briggs,South,Furniture,1916.19
Sandra O'Neill Briggs,South,Office Supplies,42.58
Sandra Sharma,South,Furniture,3954.95
Sandra Sharma,South,Office Supplies,284.88
Sandra Sharma,South,Technology,765.71
Sandra Shaw,West,Furniture,403.54
Sandra Shaw,West,Office Supplies,831.15
Sandy Byers,East,Office Supplies,10.24
Sandy Cannon,Central,Office Supplies,373.82
Sandy Ellington,West,Furniture,1732.45
Sandy Ellington,West,Office Supplies,1090.78
Sandy Gill,South,Office Supplies,62
Sandy Holmes,Central,Office Supplies,207.95
Sandy Holmes,Central,Technology,1212.51
Sandy Hunt,South,Furniture,5814.04
Sandy Hunt,South,Office Supplies,21.46
Sandy Hunt,South,Technology,665.39
Sandy Mueller,East,Office Supplies,370.68
Sara Barton,West,Office Supplies,29.63
Sara Faulkner,West,Furniture,60.33
Sara Faulkner,West,Office Supplies,918.76
Sara O'Connor,West,Furniture,4996.96
Sara O'Connor,West,Office Supplies,87.35
Sara O'Connor,West,Technology,444.13
Sara Perkins,South,Office Supplies,82.02
Sara Sykes Davies,East,Furniture,2570.99
Sara Sykes Davies,East,Office Supplies,64.28
Sarah Cooke Anthony,Central,Office Supplies,27.85
Sarah Huang,Central,Furniture,272.61
Sarah Huang,Central,Technology,4072.14
Sarah McCormick,Central,Office Supplies,3300.95
Sarah N Becker,West,Office Supplies,279.01
Sarah Pappas,East,Office Supplies,131.08
Sarah Ramsey,East,Office Supplies,64.4
Sarah Ramsey,East,Technology,945.99
Scott Bunn,East,Furniture,11041.1
Scott Bunn,East,Office Supplies,25945.4
Scott Bunn,East,Technology,17105.14
Scott Feldman,East,Technology,919.09
Scott McKenna,East,Furniture,647.92
Scott McKenna,East,Office Supplies,9586.8
Scott Moore,Central,Furniture,561.65
Scott Moore,Central,Office Supplies,67.88
Scott Taylor,East,Office Supplies,16.3
Sean Burton,Central,Furniture,117.34
Sean Burton,Central,Office Supplies,1027.36
Sean Garner,East,Office Supplies,36.31
Sean Herbert,Central,Office Supplies,141.59
Sean Herbert,Central,Technology,9992.01
Sean McKenna,West,Furniture,1608.11
Sean McKenna,West,Office Supplies,1295.16
Sean McKenna,West,Technology,3277.92
Sean N Boyer,West,Furniture,26220.78
Sean N Boyer,West,Office Supplies,12538.02
Sean N Boyer,West,Technology,16482.83
Sean Pratt,East,Furniture,285.49
Sean Pugh,South,Office Supplies,77.08
Sean Pugh,South,Technology,330.89
Sean Sparks,South,Furniture,608.33
Sean Sparks,South,Office Supplies,1505.26
Sean Stephenson,South,Furniture,2440.91
Sean Stephenson,South,Office Supplies,63.32
Sean Stephenson,South,Technology,150.6
Seth Berry,Central,Furniture,24.39
Seth Berry,Central,Office Supplies,35.59
Seth Berry,Central,Technology,2877.27
Seth Davies,Central,Furniture,49.4
Seth Davies,Central,Office Supplies,4106.84
Seth Davies,Central,Technology,253.76
Seth Grimes,West,Office Supplies,30.96
Seth Matthews,Central,Office Supplies,1366.71
Seth Matthews,Central,Technology,371.02
Seth Merrill,Central,Furniture,69.96
Seth Merrill,Central,Office Supplies,24.19
Seth Rosenberg,East,Office Supplies,2057.87
Seth Stanton,East,Office Supplies,51.72
Seth Sweeney,West,Office Supplies,98.49
Seth Sweeney,West,Technology,3909.17
Shannon Aldridge,East,Furniture,244.82
Shannon Aldridge,East,Office Supplies,20.97
Shannon Aldridge,East,Technology,902.64
Shannon Beasley,East,Office Supplies,40.7
Shannon McClure,Central,Office Supplies,1031.92
Shannon McPherson,South,Technology,46.85
Sharon Dickinson,Central,Office Supplies,874.43
Sharon Dickinson,Central,Technology,2872.12
Sharon Ellis,Central,Furniture,6947.27
Sharon Ellis,Central,Office Supplies,1356.51
Sharon Ellis,Central,Technology,163.37
Sharon Hopkins,South,Office Supplies,136.69
Sharon Hopkins,South,Technology,1353.84
Sharon Kessler,Central,Office Supplies,897.58
Sharon Kessler,Central,Technology,1120.75
Sharon Long,South,Furniture,1815.28
Sharon Long,South,Office Supplies,801.65
Sharon Marcus,West,Furniture,6146.26
Sharon Marcus,West,Office Supplies,546.29
Sharon Sellers,East,Office Supplies,646.27
Sharon Thomas,South,Furniture,1891.28
Sharon Thomas,South,Office Supplies,828
Shawn Adler,East,Office Supplies,2027.56
Shawn Adler,East,Technology,2543.45
Shawn Beasley,East,Furniture,2832.33
Shawn Beasley,East,Office Supplies,1705.59
Shawn Combs,East,Furniture,1639.84
Shawn Combs,East,Office Supplies,74.2
Shawn Combs,East,Technology,320.95
Shawn Dunn,East,Office Supplies,80.36
Shawn E Craig,South,Technology,434.52
Shawn McIntyre,West,Furniture,120.04
Shawn McIntyre,West,Office Supplies,619.79
Shawn McIntyre,West,Technology,5005.4
Shawn Meyer,Central,Furniture,1515.98
Shawn Meyer,Central,Technology,2400.95
Shawn Stern,South,Office Supplies,563.66
Sheila Pritchard,East,Technology,11.46
Sheila Schultz,East,Technology,679.63
Sheila Warren,Central,Furniture,195.63
Sheila Warren,Central,Office Supplies,121.94
Shelley Grant,Central,Office Supplies,880.78
Shelley Grant,Central,Technology,10006.99
Sherri F Vogel,Central,Furniture,551.51
Sherri F Vogel,Central,Office Supplies,745.38
Sherri Kramer,East,Technology,237.77
Sherri McIntosh,West,Furniture,43.53
Sherri McIntosh,West,Office Supplies,1073.84
Sherri McKinney,Central,Furniture,478.61
Sherri McKinney,Central,Technology,249.82
Sherri P Stephens,Central,Furniture,64.19
Sherri P Stephens,Central,Office Supplies,445.85
Sherry Brantley,Central,Furniture,81.02
Sherry Brantley,Central,Office Supplies,726.59
Sherry Brantley,Central,Technology,4260.09
Sherry Hurley,South,Furniture,425.88
Sherry Hurley,South,Office Supplies,745.18
Sherry Hurley,South,Technology,391.4
Sheryl Alexander,South,Furniture,828.85
Sheryl Alexander,South,Office Supplies,1939.47
Sheryl Allred,South,Technology,2137.96
Sheryl Cole,Central,Furniture,757.38
Sheryl Cole,Central,Office Supplies,842.89
Sheryl Cole,Central,Technology,1834.94
Sheryl Doyle Block,East,Office Supplies,415.4
Sheryl Kirk,East,Office Supplies,81.87
Sheryl Law,East,Office Supplies,959.37
Sheryl Marsh,Central,Office Supplies,21.93
Sheryl Reese,South,Furniture,80.24
Sheryl Reese,South,Office Supplies,3538.71
Sheryl Reese,South,Technology,556.79
Shirley Garner,South,Office Supplies,1888.47
Shirley Garner,South,Technology,806.83
Shirley Meadows,Central,Office Supplies,340.8
Shirley Meadows,Central,Technology,13124.27
Shirley Riley,East,Office Supplies,20.46
Sidney Bowling,Central,Furniture,295.81
Sidney Bowling,Central,Office Supplies,2307.12
Sidney Bowling,Central,Technology,405.74
Sidney Brewer,South,Office Supplies,1932.06
Sidney Cherry,East,Technology,1701.4
Sidney Cox,East,Office Supplies,61.03
Sidney Gilliam,South,Furniture,199.48
Sidney Gilliam,South,Office Supplies,529.54
Sidney Greenberg,West,Furniture,1634.13
Sidney Greenberg,West,Office Supplies,835.9
Sidney Greenberg,West,Technology,1185.05
Sidney Larson,East,Office Supplies,462.57
Sidney Matthews,East,Technology,6855.33
Sidney Russell Austin,West,Office Supplies,143.75
Sidney Russell Austin,West,Technology,3267.55
Sidney Scarborough,South,Furniture,1223.24
Sidney Scarborough,South,Office Supplies,995.37
Sidney Scarborough,South,Technology,1392.41
Stacey Bell,Central,Furniture,61.69
Stacey Bell,Central,Office Supplies,176.37
Stacey Bowers,Central,Office Supplies,1424.75
Stacey Bowers,Central,Technology,5018.78
Stacey Davenport,Central,Office Supplies,66.42
Stacey Davenport,Central,Technology,2090.91
Stacey Deal,Central,Office Supplies,228.85
Stacey Deal,Central,Technology,24.91
Stacey Glenn,East,Office Supplies,20.66
Stacey Hale,East,Technology,397.17
Stacey Lucas,Central,Office Supplies,165.17
Stacey Lucas,Central,Technology,142.06
Stacey Pearson,South,Office Supplies,182.35
Stacy Barbour,Central,Furniture,2382.29
Stacy Barbour,Central,Technology,926.65
Stacy Benton,Central,Office Supplies,30.87
Stacy Briggs,East,Technology,178.6
Stacy Byrne,East,Office Supplies,61.21
Stacy Chandler,West,Office Supplies,62.59
Stacy Chang,East,Office Supplies,27.96
Stacy Chang,East,Technology,2071.75
Stacy Gould,Central,Furniture,5533.41
Stacy Gould,Central,Office Supplies,32.1
Stacy Gould,Central,Technology,1824.33
Stacy Price,East,Office Supplies,357.74
Stacy Reddy,East,Technology,392.95
Stacy Reynolds,East,Office Supplies,63.35
Stacy Wilkinson,East,Furniture,1733.64
Stanley Flowers,Central,Furniture,989.14
Stanley Kessler,East,Office Supplies,48.44
Stanley Lowe,East,Furniture,221.01
Stanley Steele,East,Furniture,1425.71
Stanley Steele,East,Office Supplies,68.1
Stephanie Hawkins,Central,Furniture,760.39
Stephanie Hawkins,Central,Office Supplies,180.2
Stephanie Pruitt,Central,Furniture,47.93
Stephanie Pruitt,Central,Office Supplies,251.44
Stephanie Pruitt,Central,Technology,5834.14
Stephanie Sun Perry,West,Furniture,3047.69
Stephanie Sun Perry,West,Office Supplies,103.9
Stephen Lam,West,Office Supplies,478.55
Stephen Lam,West,Technology,122.25
Steve Ballard,East,Office Supplies,138.19
Steve Martin,West,Furniture,58.73
Steve Martin,West,Office Supplies,254.35
Steve Martin,West,Technology,11986.88
Steve McKee,South,Furniture,124.3
Steve McKee,South,Office Supplies,82.04
Steve McKee,South,Technology,5062.49
Steve O'Brien,Central,Furniture,34.11
Steve Raynor,South,Furniture,2040.1
Steve Raynor,South,Office Supplies,7.53
Steve Raynor,South,Technology,6531.77
Steven Herring,West,Technology,278.06
Steven Long,Central,Furniture,1029.96
Steven Long,Central,Office Supplies,1338.79
Steven Long,Central,Technology,7204.42
Steven McDowell,Central,Office Supplies,203.59
Stuart Bruce,South,Office Supplies,363.58
Stuart Bruce,South,Technology,633.15
Stuart C Robinson,East,Furniture,379.8
Stuart C Robinson,East,Office Supplies,3678.69
Stuart C Robinson,East,Technology,240.21
Stuart Chan,East,Office Supplies,151.29
Stuart Holloway,West,Furniture,10.82
Stuart Holloway,West,Office Supplies,279.98
Stuart Holloway,West,Technology,16562.66
Stuart McLean,South,Furniture,792.89
